Container is store 10000 elements:
0: It Cyclic cipher: ciphered_text = x, deciphered_text = a, Division = 97.0
7594: It Number cipher: ciphered_text =  13530103770561047095123575092430, deciphered_text = wfnnhyhgyzcxowoublyl, function_result = 111.4
7595: It Cyclic cipher: ciphered_text = ptmygheqfs, deciphered_text = watfnolxmz, Division = 111.4
7596: It Cyclic cipher: ciphered_text = oldxc, deciphered_text = xumgl, Division = 111.4
7597: It Cyclic cipher: ciphered_text = csyxxtkkyx, deciphered_text = euazzvmmaz, Division = 111.4
7598: It Number cipher: ciphered_text =  243672040681381503230163624716274524, deciphered_text = gpypwkydyrygeespvkzb, function_result = 111.4
7599: It Number cipher: ciphered_text =  561644230121820612553649, deciphered_text = ijswjqyweqximyb, function_result = 111.4
7600: It Cyclic cipher: ciphered_text = kkrgttecod, deciphered_text = oovkxxigsh, Division = 111.4
7601: It Symbols cipher: ciphered_text = abausivcpn, deciphered_text = ujwnxjqhyb, function_result = 111.4
7602: It Number cipher: ciphered_text =  45163090302367250211810850141014241863, deciphered_text = jgzgymuygycqkizvotra, function_result = 111.4
7603: It Cyclic cipher: ciphered_text = gwlwmhobkl, deciphered_text = oeteupwjst, Division = 111.4
7604: It Symbols cipher: ciphered_text = cqovt, deciphered_text = mtwng, function_result = 111.4
7605: It Number cipher: ciphered_text =  36723121491220936932836144881, deciphered_text = vzabvsvuaxklbtrny, function_result = 111.41176470588235
7606: It Number cipher: ciphered_text =  36486453049208024310, deciphered_text = shwcbxvnvtsi, function_result = 111.41666666666667
7607: It Number cipher: ciphered_text =  45206212420605427632436, deciphered_text = rhoiwrlzlgsr, function_result = 111.41666666666667
7608: It Number cipher: ciphered_text =  308081625614368541840, deciphered_text = kkmvqxazziwb, function_result = 111.41666666666667
7609: It Number cipher: ciphered_text =  4016206242012702048145, deciphered_text = ezbfdrmwxxpx, function_result = 111.41666666666667
7610: It Number cipher: ciphered_text =  18902435207940363660100, deciphered_text = fwzivnvqahpu, function_result = 111.41666666666667
7611: It Number cipher: ciphered_text =  2542010663670986472, deciphered_text = ugrkeiupqwup, function_result = 111.41666666666667
7612: It Number cipher: ciphered_text =  5124040601232390954403570602885021, deciphered_text = rsyxrhqghmixwoxenbt, function_result = 111.42105263157895
7613: It Number cipher: ciphered_text =  404210485472182302881456032274, deciphered_text = rezjwquhauqsyacownz, function_result = 111.42105263157895
7614: It Number cipher: ciphered_text =  40597024153804510141004249054560, deciphered_text = ouzrffjayhusqsxgzbv, function_result = 111.42105263157895
7615: It Symbols cipher: ciphered_text = tqxtrgh, deciphered_text = ztrphoe, function_result = 111.42857142857143
7616: It Number cipher: ciphered_text =  4812248027832308242481263, deciphered_text = sxdoormzotbmgy, function_result = 111.42857142857143
7617: It Cyclic cipher: ciphered_text = anmsnsj, deciphered_text = kxwcxct, Division = 111.42857142857143
7618: It Cyclic cipher: ciphered_text = cgstpqx, deciphered_text = gkwxtub, Division = 111.42857142857143
7619: It Symbols cipher: ciphered_text = hleqppe, deciphered_text = nilerxz, function_result = 111.42857142857143
7620: It Symbols cipher: ciphered_text = igublgz, deciphered_text = dovnizr, function_result = 111.42857142857143
7621: It Symbols cipher: ciphered_text = xssdtso, deciphered_text = gnsvmul, function_result = 111.42857142857143
7622: It Symbols cipher: ciphered_text = xlvddnx, deciphered_text = irpxzdk, function_result = 111.42857142857143
7623: It Symbols cipher: ciphered_text = fgnyybp, deciphered_text = qypqmdp, function_result = 111.42857142857143
7624: It Cyclic cipher: ciphered_text = jdfeuvs, deciphered_text = mgihxyv, Division = 111.42857142857143
7625: It Cyclic cipher: ciphered_text = ilrhrwk, deciphered_text = nqwmwbp, Division = 111.42857142857143
7626: It Symbols cipher: ciphered_text = qnghuhn, deciphered_text = wdfvugy, function_result = 111.42857142857143
7627: It Symbols cipher: ciphered_text = moizcns, deciphered_text = rzwuldd, function_result = 111.42857142857143
7628: It Symbols cipher: ciphered_text = izpavpe, deciphered_text = imrzvhl, function_result = 111.42857142857143
7629: It Cyclic cipher: ciphered_text = lolfrmw, deciphered_text = qtqkwrb, Division = 111.42857142857143
7630: It Symbols cipher: ciphered_text = haahdwl, deciphered_text = untgzik, function_result = 111.42857142857143
7631: It Symbols cipher: ciphered_text = uiecfob, deciphered_text = siorwmk, function_result = 111.42857142857143
7632: It Cyclic cipher: ciphered_text = tmxjrnn, deciphered_text = wpamuqq, Division = 111.42857142857143
7633: It Symbols cipher: ciphered_text = adcdlbu, deciphered_text = ftwysdk, function_result = 111.42857142857143
7634: It Number cipher: ciphered_text =  636287182470184050404024252820, deciphered_text = yfxguxbzpdfcrxqx, function_result = 111.4375
7635: It Number cipher: ciphered_text =  63352256436271036649189203232, deciphered_text = soowmqgngxfyezyf, function_result = 111.4375
7636: It Number cipher: ciphered_text =  2436153618702492045163067459, deciphered_text = rsrrvvmwunlpbbby, function_result = 111.4375
7637: It Cyclic cipher: ciphered_text = lvhkklngx, deciphered_text = nxjmmnpiz, Division = 111.44444444444444
7638: It Symbols cipher: ciphered_text = njwyqidve, deciphered_text = norawyqbx, function_result = 111.44444444444444
7639: It Cyclic cipher: ciphered_text = yibrhueku, deciphered_text = dngwmzjpz, Division = 111.44444444444444
7640: It Cyclic cipher: ciphered_text = hmimzdvnt, deciphered_text = lqmqdhzrx, Division = 111.44444444444444
7641: It Symbols cipher: ciphered_text = nwdmlvwwt, deciphered_text = dwkfvrtnu, function_result = 111.44444444444444
7642: It Symbols cipher: ciphered_text = wgiixbike, deciphered_text = cgtvlzoqq, function_result = 111.44444444444444
7643: It Symbols cipher: ciphered_text = elakudrhy, deciphered_text = hvswrfimu, function_result = 111.44444444444444
7644: It Number cipher: ciphered_text =  24740211828184279282110825188124, deciphered_text = cpnkusnwzovlawdksx, function_result = 111.44444444444444
7645: It Number cipher: ciphered_text =  481049189283063207304252061220450, deciphered_text = tnvlyvdytyadxapezzcn, function_result = 111.45
7646: It Number cipher: ciphered_text =  562081104080302061030352563524887245, deciphered_text = oqjjkwpueeymvyitjpou, function_result = 111.45
7647: It Number cipher: ciphered_text =  4440930952110640496, deciphered_text = ojrkphxqlzlqo, function_result = 111.46153846153847
7648: It Number cipher: ciphered_text =  601456274060106520184280, deciphered_text = awvkykkluomwm, function_result = 111.46153846153847
7649: It Number cipher: ciphered_text =  100484948301812502954840, deciphered_text = xbdizxrpoiwls, function_result = 111.46153846153847
7650: It Number cipher: ciphered_text =  649803063636123210470, deciphered_text = xavpmtfgftyyp, function_result = 111.46153846153847
7651: It Number cipher: ciphered_text =  9561827351540205090424840406, deciphered_text = sdckwjttjqbsvzz, function_result = 111.46666666666667
7652: It Number cipher: ciphered_text =  12181870472703551860305468, deciphered_text = dtuzslprqoduhsl, function_result = 111.46666666666667
7653: It Number cipher: ciphered_text =  632040104880431230495651416, deciphered_text = xrsylpkbsbgnxvq, function_result = 111.46666666666667
7654: It Number cipher: ciphered_text =  329421063183040503545528147, deciphered_text = bflzwudtokyknws, function_result = 111.46666666666667
7655: It Number cipher: ciphered_text =  209152835365633424062151424, deciphered_text = ycydvpsrcdwphjuxv, function_result = 111.47058823529412
7656: It Number cipher: ciphered_text =  357221182410274286349642712819, deciphered_text = foxskelsydykfwjvz, function_result = 111.47058823529412
7657: It Number cipher: ciphered_text =  1232464811253263236816918201628, deciphered_text = gzyllwolhievuqqplyj, function_result = 111.47368421052632
7658: It Number cipher: ciphered_text =  14274520403235712605145021122016142, deciphered_text = wsjvjeylwkzcsmklnxl, function_result = 111.47368421052632
7659: It Number cipher: ciphered_text =  321269162463050104353063606330564, deciphered_text = nnmuypfyhzlpbwlppkr, function_result = 111.47368421052632
7660: It Cyclic cipher: ciphered_text = gewrwy, deciphered_text = jhzuzb, Division = 111.5
7661: It Number cipher: ciphered_text =  1245720825854401563352418922154, deciphered_text = xmvxvtkrauxanetnjo, function_result = 111.5
7662: It Symbols cipher: ciphered_text = kfut, deciphered_text = zexg, function_result = 111.5
7663: It Number cipher: ciphered_text =  162070860725024154880356460803656, deciphered_text = wypcjwzuexvnjetakt, function_result = 111.5
7664: It Symbols cipher: ciphered_text = shaienty, deciphered_text = vbyuuanr, function_result = 111.5
7665: It Cyclic cipher: ciphered_text = qgsxqq, deciphered_text = tjvatt, Division = 111.5
7666: It Symbols cipher: ciphered_text = sttgxi, deciphered_text = plxrho, function_result = 111.5
7667: It Number cipher: ciphered_text =  408121281827547072152830201860631214, deciphered_text = zywuhcqkcrvygwjnkl, function_result = 111.5
7668: It Symbols cipher: ciphered_text = npow, deciphered_text = umsi, function_result = 111.5
7669: It Cyclic cipher: ciphered_text = fyluoitn, deciphered_text = piveysdx, Division = 111.5
7670: It Number cipher: ciphered_text =  20811018121815606324560601230353020, deciphered_text = uhuplswhuxprbpczxa, function_result = 111.5
7671: It Cyclic cipher: ciphered_text = vpwirhld, deciphered_text = dxeqzptl, Division = 111.5
7672: It Symbols cipher: ciphered_text = vijjuswf, deciphered_text = xqzokmaq, function_result = 111.5
7673: It Cyclic cipher: ciphered_text = upij, deciphered_text = cxqr, Division = 111.5
7674: It Cyclic cipher: ciphered_text = vpag, deciphered_text = ztek, Division = 111.5
7675: It Cyclic cipher: ciphered_text = pagj, deciphered_text = whnq, Division = 111.5
7676: It Cyclic cipher: ciphered_text = gh, deciphered_text = op, Division = 111.5
7677: It Symbols cipher: ciphered_text = cnaa, deciphered_text = aryr, function_result = 111.5
7678: It Symbols cipher: ciphered_text = njlscz, deciphered_text = uuqohk, function_result = 111.5
7679: It Symbols cipher: ciphered_text = symngteg, deciphered_text = qqgotrqm, function_result = 111.5
7680: It Number cipher: ciphered_text =  128703510632242064455654304010, deciphered_text = ahdbwzswpovqiwvr, function_result = 111.5
7681: It Symbols cipher: ciphered_text = qons, deciphered_text = dxum, function_result = 111.5
7682: It Cyclic cipher: ciphered_text = yrtcirukbn, deciphered_text = cvxgmvyofr, Division = 111.5
7683: It Symbols cipher: ciphered_text = uvcw, deciphered_text = dxhz, function_result = 111.5
7684: It Cyclic cipher: ciphered_text = dgmv, deciphered_text = hkqz, Division = 111.5
7685: It Number cipher: ciphered_text =  50100639302812104046361210, deciphered_text = okdygroipvwthx, function_result = 111.5
7686: It Cyclic cipher: ciphered_text = gneewq, deciphered_text = ovmmey, Division = 111.5
7687: It Cyclic cipher: ciphered_text = ulhk, deciphered_text = duqt, Division = 111.5
7688: It Symbols cipher: ciphered_text = ucdmok, deciphered_text = wybhwl, function_result = 111.5
7689: It Cyclic cipher: ciphered_text = ep, deciphered_text = ju, Division = 111.5
7690: It Symbols cipher: ciphered_text = aaoutd, deciphered_text = vcrqns, function_result = 111.5
7691: It Number cipher: ciphered_text =  21680242740213028683098, deciphered_text = lwzmfneslwczsp, function_result = 111.5
7692: It Symbols cipher: ciphered_text = yywfeouu, deciphered_text = elyqhqrv, function_result = 111.5
7693: It Symbols cipher: ciphered_text = wnub, deciphered_text = shlw, function_result = 111.5
7694: It Number cipher: ciphered_text =  4225455167212166206421993035, deciphered_text = yowihqtawbzsziwb, function_result = 111.5
7695: It Number cipher: ciphered_text =  416543103530243589016, deciphered_text = pxptxgosepes, function_result = 111.5
7696: It Symbols cipher: ciphered_text = obrg, deciphered_text = ukqm, function_result = 111.5
7697: It Number cipher: ciphered_text =  8410305031215631432253021096315, deciphered_text = pwfxdorohsyznlrnhn, function_result = 111.5
7698: It Number cipher: ciphered_text =  836123530205230362736, deciphered_text = texwlvcphhty, function_result = 111.5
7699: It Symbols cipher: ciphered_text = lqbpjavl, deciphered_text = qpciyuhy, function_result = 111.5
7700: It Symbols cipher: ciphered_text = dturpwqavi, deciphered_text = eapyexszum, function_result = 111.5
7701: It Cyclic cipher: ciphered_text = ny, deciphered_text = wh, Division = 111.5
7702: It Number cipher: ciphered_text =  460426906241240704218124, deciphered_text = loarwoojyruqri, function_result = 111.5
7703: It Cyclic cipher: ciphered_text = qbltbp, deciphered_text = ufpxft, Division = 111.5
7704: It Cyclic cipher: ciphered_text = kime, deciphered_text = qosk, Division = 111.5
7705: It Cyclic cipher: ciphered_text = jowzrkpgfu, deciphered_text = rwehzsxonc, Division = 111.5
7706: It Symbols cipher: ciphered_text = dxba, deciphered_text = wfzg, function_result = 111.5
7707: It Number cipher: ciphered_text =  142524564040902030458215662110, deciphered_text = sgwgiwqkpywmjisq, function_result = 111.5
7708: It Number cipher: ciphered_text =  4362024214165421459325182436100505090, deciphered_text = ppiruwkzdwlruttfahtq, function_result = 111.5
7709: It Cyclic cipher: ciphered_text = biot, deciphered_text = fmsx, Division = 111.5
7710: It Number cipher: ciphered_text =  962780840801840102421161236590360, deciphered_text = oopowsejxohpsitxnstd, function_result = 111.5
7711: It Cyclic cipher: ciphered_text = bqnbuxgjfn, deciphered_text = kzwkdgpsow, Division = 111.5
7712: It Number cipher: ciphered_text =  42116020158244530745635162080181221, deciphered_text = opcuwquwujtcvntapyij, function_result = 111.5
7713: It Number cipher: ciphered_text =  28101041572207254460364083610, deciphered_text = foowtffnydvtmxto, function_result = 111.5
7714: It Cyclic cipher: ciphered_text = zohbzepljw, deciphered_text = ixqkinyusf, Division = 111.5
7715: It Cyclic cipher: ciphered_text = wsnd, deciphered_text = dzuk, Division = 111.5
7716: It Cyclic cipher: ciphered_text = mykbqsrm, deciphered_text = qcofuwvq, Division = 111.5
7717: It Number cipher: ciphered_text =  9018701445281082163916, deciphered_text = knzsvtrorfpa, function_result = 111.5
7718: It Number cipher: ciphered_text =  3801024486272124835770426036, deciphered_text = tcjxzowpfgfnvwtm, function_result = 111.5
7719: It Cyclic cipher: ciphered_text = kn, deciphered_text = nq, Division = 111.5
7720: It Number cipher: ciphered_text =  121818724841433540126, deciphered_text = pntakfcwyuuy, function_result = 111.5
7721: It Symbols cipher: ciphered_text = rreunrns, deciphered_text = unjrkivs, function_result = 111.5
7722: It Number cipher: ciphered_text =  322742116303612833032, deciphered_text = ynzalohtlxti, function_result = 111.5
